Depth,GR,RHOB,Vel
2266.68,87.01,2.306,2897
2266.83,83.76,2.184,3045
2266.99,79.88,2.009,3239
2267.14,72.84,1.951,3491
2267.29,64.66,2.054,3967
2267.44,54.43,2.261,4248
2267.6,45.17,2.515,4551
2267.75,40.52,2.641,4817
2267.9,39.92,2.641,4962
2268.05,43.7,2.625,5013
2268.21,54.15,2.601,4817
2268.36,68.39,2.596,4509
2268.51,82.63,2.592,4158
2268.66,92.15,2.575,3942
2268.82,95.34,2.552,3813
2268.97,96.9,2.542,3798
2269.12,99.81,2.552,3784
2269.27,103.56,2.559,3783
2269.43,107.32,2.553,3776
2269.58,111.74,2.542,3747
2269.73,117.32,2.535,3698
2269.88,121.59,2.543,3650
2270.04,124.01,2.562,3610
2270.19,124.41,2.577,3565
2270.34,122.11,2.573,3539
2270.49,116.83,2.557,3514
2270.64,114.71,2.556,3489
2270.8,115.56,2.566,3387
2270.95,116.69,2.587,3264
2271.1,114.73,2.572,3216
2271.25,106.74,2.491,3330
2271.41,98.33,2.388,3538
2271.56,92.79,2.334,3753
2271.71,92.36,2.379,3841
2271.86,97.26,2.47,3871
2272.02,101.62,2.513,3796
2272.17,104.07,2.523,3775
2272.32,103.52,2.523,3753
2272.47,101.72,2.523,3760
2272.63,99.71,2.541,3781
2272.78,93.23,2.565,3971
2272.93,80.34,2.582,4281
2273.08,67.25,2.602,4709
2273.24,54.97,2.638,4859
2273.39,48.01,2.675,4944
2273.54,48.74,2.698,4994
2273.69,54.96,2.704,4847
2273.85,65.38,2.675,4318
2274,76,2.602,3908
2274.15,85.59,2.522,3487
2274.3,92.64,2.47,3328
2274.45,97.28,2.465,3279
2274.61,100.72,2.501,3415
2274.76,101.17,2.58,3709
2274.91,97.89,2.653,3759
2275.06,91.09,2.655,3814
2275.22,82.32,2.608,3951
2275.37,76.99,2.576,4124
2275.52,76.45,2.581,4159
2275.67,80.12,2.584,4015
2275.83,87.9,2.585,3672
2275.98,97.85,2.587,3255
2276.13,104.47,2.538,3107
2276.28,103.78,2.415,3059
2276.44,99.12,2.263,3218
2276.59,91.54,2.13,3412
2276.74,87.85,2.108,3631
2276.89,89.83,2.244,3820
2277.05,94.6,2.431,3842
2277.2,99.5,2.534,3508
2277.35,102.86,2.446,3298
2277.5,104.87,2.252,3342
2277.66,103.8,2.156,3281
2277.81,103.44,2.203,3120
2277.96,105.73,2.286,3077
2278.11,104.86,2.157,3180
2278.26,100.69,2.002,3353
2278.42,93.18,2.096,3393
2278.57,89.27,2.249,3353
2278.72,88.23,2.252,3150
2278.87,85.35,2.164,2842
2279.03,83.05,2.068,2917
2279.18,81.16,1.972,3392
2279.33,76.65,1.926,3947
2279.48,67.39,1.969,4494
2279.64,54.89,2.129,5217
2279.79,45.95,2.351,5432
2279.94,43,2.563,5387
2280.09,44.01,2.671,5162
2280.25,48.67,2.695,4846
2280.4,59.19,2.69,4393
2280.55,73.08,2.666,4093
2280.7,83.85,2.622,3869
2280.86,86.72,2.554,3824
2281.01,82.27,2.511,3846
2281.16,73.85,2.501,3907
2281.31,64.81,2.493,3993
2281.47,60.89,2.49,4026
2281.62,62.08,2.504,3922
2281.77,68.39,2.522,3816
2281.92,78.95,2.523,3722
2282.07,90.73,2.549,3613
2282.23,98.96,2.574,3492
2282.38,103.99,2.552,3322
2282.53,106.96,2.468,3203
2282.68,105.47,2.348,3098
2282.84,100.49,2.284,3036
2282.99,99.04,2.234,3031
2283.14,102.59,2.171,3132
2283.29,106.5,2.14,3213
2283.45,105.58,2.165,3327
2283.6,102.9,2.252,3384
2283.75,103.56,2.364,3383
2283.9,104.98,2.493,3395
2284.06,101.49,2.551,3460
2284.21,92.29,2.556,3618
2284.36,83.01,2.604,3713
2284.51,80.04,2.676,3784
2284.67,84.59,2.694,3592
2284.82,92.66,2.632,3418
2284.97,98.14,2.517,3326
2285.12,100.53,2.444,3320
2285.28,101.88,2.452,3465
2285.43,100.17,2.487,3533
2285.58,97.17,2.514,3565
2285.73,97.41,2.543,3611
2285.88,99.89,2.585,3539
2286.04,100.23,2.605,3514
2286.19,95.24,2.611,3691
2286.34,82.38,2.617,3972
2286.49,68.28,2.631,4273
2286.65,56.54,2.662,4622
2286.8,49.82,2.675,4732
2286.95,49.73,2.665,4600
2287.1,53.24,2.666,4621
2287.26,59.57,2.691,4495
2287.41,68.59,2.71,4045
2287.56,82.29,2.697,3746
2287.71,98.9,2.654,3602
2287.87,111.35,2.589,3439
2288.02,114.74,2.549,3451
2288.17,110.51,2.562,3538
2288.32,104.55,2.609,3608
2288.48,99.9,2.637,3608
2288.63,97.71,2.643,3582
2288.78,100.4,2.65,3550
2288.93,104.22,2.651,3512
2289.09,103.39,2.653,3499
2289.24,102.85,2.67,3654
2289.39,102.09,2.713,3766
2289.54,99.76,2.729,3780
2289.69,99.94,2.71,3716
2289.85,105.49,2.662,3530
2290,112.4,2.655,3385
2290.15,116.86,2.67,3408
2290.3,114.87,2.636,3432
2290.46,112.16,2.579,3450
2290.61,113.16,2.518,3437
2290.76,115.32,2.501,3344
2290.91,114.35,2.584,3267
2291.07,112.26,2.682,3224
2291.22,112.98,2.649,3235
2291.37,114.32,2.533,3251
2291.52,113.54,2.422,3272
2291.68,109.56,2.385,3266
2291.83,103.98,2.367,3272
2291.98,100.01,2.307,3299
2292.13,97.66,2.282,3355
2292.29,98.27,2.344,3424
2292.44,102.13,2.445,3491
2292.59,103.16,2.547,3547
2292.74,100.46,2.609,3460
2292.9,98.19,2.591,3478
2293.05,98.6,2.555,3528
2293.2,99.94,2.575,3605
2293.35,99.81,2.658,3665
2293.5,97.67,2.69,3741
2293.66,93.4,2.658,3805
2293.81,86.75,2.631,3895
2293.96,80.13,2.624,4046
2294.11,74.84,2.638,4339
2294.27,68.03,2.658,4528
2294.42,61.73,2.676,4666
2294.57,61.72,2.667,4558
2294.72,69.61,2.637,4156
2294.88,81.73,2.611,3804
2295.03,94.62,2.599,3539
2295.18,106.12,2.589,3330
2295.33,111.49,2.564,3180
2295.49,111.31,2.529,3100
2295.64,109.88,2.497,3067
2295.79,108.31,2.45,3071
2295.94,106.12,2.41,3129
2296.1,102.71,2.405,3232
2296.25,92.69,2.41,3358
2296.4,75.26,2.412,3375
2296.55,61.52,2.405,3363
2296.71,58.65,2.384,3375
2296.86,63.64,2.376,3403
2297.01,68.7,2.399,3463
2297.16,70.28,2.431,3524
2297.31,70.5,2.461,3595
2297.47,71.63,2.488,3628
2297.62,76.1,2.503,3481
2297.77,86.78,2.496,3432
2297.92,100.76,2.492,3409
2298.08,111.66,2.508,3397
2298.23,118.23,2.55,3391
2298.38,120.07,2.567,3397
2298.53,118.56,2.562,3402
2298.69,118.21,2.55,3402
2298.84,121.21,2.529,3414
2298.99,121.78,2.515,3420
2299.14,116.8,2.508,3431
2299.3,112.17,2.517,3443
2299.45,113.26,2.516,3449
2299.6,114.86,2.513,3449
2299.75,113.19,2.52,3449
2299.91,111.93,2.517,3443
2300.06,111.18,2.484,3455
2300.21,112.84,2.461,3510
2300.36,112.52,2.48,3586
2300.52,110.88,2.525,3652
2300.67,109.84,2.577,3700
2300.82,106.96,2.584,3707
2300.97,103.77,2.547,3706
2301.12,104.34,2.511,3713
2301.28,105.91,2.501,3762
2301.43,103.38,2.528,3903
2301.58,95.67,2.569,4097
2301.73,85.68,2.615,4388
2301.89,74.17,2.688,4656
2302.04,61.41,2.753,4862
2302.19,53.71,2.764,4935
2302.34,52.84,2.756,4959
2302.5,52.55,2.759,4971
2302.65,51.83,2.764,5022
2302.8,52.22,2.758,5086
2302.95,53.81,2.742,5139
2303.11,57.54,2.743,5179
2303.26,61.65,2.757,5220
2303.41,65.5,2.767,5219
2303.56,68.49,2.749,5178
2303.72,68.77,2.73,5072
2303.87,66.71,2.72,4908
2304.02,63.67,2.69,4777
2304.17,59.37,2.662,4526
2304.33,55.7,2.665,4424
2304.48,55.37,2.716,4327
2304.63,57.79,2.737,4271
2304.78,58.45,2.709,4216
2304.93,57.06,2.682,4423
2305.09,58.76,2.664,4609
2305.24,63.19,2.677,4764
2305.39,63.95,2.693,4869
2305.54,62.66,2.699,5005
2305.7,65.16,2.717,5081
2305.85,69.51,2.748,5174
2306,72.8,2.776,5201
2306.15,74.41,2.778,5229
2306.31,72.79,2.755,5242
2306.46,65.96,2.726,5270
2306.61,58.92,2.71,5284
2306.76,56.02,2.715,5269
2306.92,58.46,2.713,5213
2307.07,63.6,2.692,5028
2307.22,66.51,2.668,4716
2307.37,66.56,2.581,4450
2307.53,65.89,2.441,4352
2307.68,65.42,2.421,4605
2307.83,66.25,2.512,4760
2307.98,69.13,2.619,4681
2308.14,71.93,2.678,4605
2308.29,70.41,2.671,4594
2308.44,67.17,2.663,4605
2308.59,65.75,2.66,4594
2308.74,65.96,2.65,4593
2308.9,64.95,2.649,4583
2309.05,64.59,2.643,4551
2309.2,63.27,2.623,4519
2309.35,63.79,2.615,4499
2309.51,65.56,2.631,4468
2309.66,65.92,2.639,4438
2309.81,64.58,2.626,4428
2309.96,62.96,2.617,4417
2310.12,63.17,2.621,4427
2310.27,64.99,2.63,4437
2310.42,67.41,2.64,4457
2310.57,68.82,2.64,4467
2310.73,69.26,2.627,4397
2310.88,70.13,2.607,4246
2311.03,70.23,2.589,4130
2311.18,68.02,2.577,4005
2311.34,63.87,2.555,3871
2311.49,60.69,2.535,3849
2311.64,59.74,2.531,3841
2311.79,60.28,2.537,3811
2311.95,61.3,2.543,3768
2312.1,61.07,2.54,3746
2312.25,59.27,2.532,3718
2312.4,58.62,2.528,3669
2312.55,58.54,2.536,3676
2312.71,57.85,2.566,3704
2312.86,57.67,2.59,3724
2313.01,56.74,2.576,3731
2313.16,55.53,2.53,3696
2313.32,55.35,2.495,3662
2313.47,56.74,2.493,3642
2313.62,56.48,2.505,3512
2313.77,54.15,2.509,3363
2313.93,51.06,2.503,3257
2314.08,47.62,2.494,3231
2314.23,45.29,2.486,3257
2314.38,44.44,2.481,3328
2314.54,46.27,2.498,3481
2314.69,50.51,2.525,3621
2314.84,56.14,2.549,3723
2314.99,59.81,2.548,3779
2315.15,59.5,2.531,3794
2315.3,57.26,2.501,3816
2315.45,54.97,2.47,3838
2315.6,51.34,2.456,3845
2315.76,47.25,2.459,3750
2315.91,44.68,2.445,3486
2316.06,43.08,2.41,3305
2316.21,42.47,2.374,3256
2316.36,42.85,2.349,3272
2316.52,44.06,2.346,3355
2316.67,44.26,2.358,3425
2316.82,43.08,2.376,3461
2316.97,42.46,2.397,3479
2317.13,42.85,2.422,3349
2317.28,44.19,2.445,3343
2317.43,47.71,2.445,3478
2317.58,52.3,2.444,3658
2317.74,59.4,2.463,3821
2317.89,64.16,2.498,3927
2318.04,64.55,2.53,3966
2318.19,64.06,2.516,3919
2318.35,63.75,2.49,3903
2318.5,64.65,2.493,3919
2318.65,65.88,2.524,3950
2318.8,66.93,2.548,3997
2318.96,66.93,2.569,4055
2319.11,65.87,2.592,4105
2319.26,64.71,2.607,4131
2319.41,60.72,2.624,4183
2319.57,55.76,2.648,4209
2319.72,52.98,2.673,4200
2319.87,52.42,2.646,4218
2320.02,53.27,2.566,3948
2320.17,52.88,2.473,3768
2320.33,50.62,2.417,3603
2320.48,48.86,2.419,3507
2320.63,49.48,2.453,3464
2320.78,52.88,2.487,3583
2320.94,56.73,2.518,3774
2321.09,59.33,2.548,3908
2321.24,59.87,2.567,4011
2321.39,59.17,2.574,4094
2321.55,57.96,2.553,4172
2321.7,56.47,2.503,4271
2321.85,55.21,2.464,4363
2322,56.88,2.463,4453
2322.16,61.2,2.478,4534
2322.31,64.28,2.482,4587
2322.46,64.07,2.481,4651
2322.61,59.9,2.484,4718
2322.77,56.33,2.494,4786
2322.92,56.97,2.512,4856
2323.07,62.11,2.538,4928
2323.22,65.46,2.562,4965
2323.38,64.92,2.57,4879
2323.53,60.93,2.556,4421
2323.68,56.09,2.535,4187
2323.83,53.41,2.496,3860
2323.98,52.33,2.429,3529
2324.14,51.87,2.4,3272
2324.29,50.89,2.433,3167
2324.44,49.37,2.468,3373
2324.59,47.62,2.451,3574
2324.75,46.54,2.42,3742
2324.9,46.46,2.397,3936
2325.05,47.21,2.402,4177
2325.2,48.76,2.406,4400
2325.36,51.38,2.409,4626
2325.51,54.23,2.459,4876
2325.66,58.19,2.53,4937
2325.81,60.45,2.606,4876
2325.97,60.45,2.646,4736
2326.12,58.48,2.652,4561
2326.27,54.76,2.667,4793
2326.42,51.23,2.688,4986
2326.58,47.86,2.687,4899
2326.73,44.91,2.664,4457
2326.88,40.68,2.618,4105
2327.03,36.28,2.526,3857
2327.19,34.23,2.466,3712
2327.34,33.3,2.475,3705
2327.49,31.73,2.484,3805
2327.64,29.9,2.484,3910
2327.79,29.7,2.489,3949
2327.95,31.27,2.496,3834
2328.1,31.68,2.493,3941
2328.25,30.1,2.503,4079
2328.4,29.18,2.515,4113
2328.56,29.18,2.506,4053
2328.71,29.56,2.479,3972
2328.86,30.64,2.443,3886
2329.01,31,2.412,3767
2329.17,30.53,2.412,3656
2329.32,29.68,2.443,3609
2329.47,31.62,2.466,3629
2329.62,36.14,2.474,3635
2329.78,39.61,2.475,3609
2329.93,40.48,2.464,3557
2330.08,39.12,2.451,3519
2330.23,37.16,2.437,3512
2330.39,37.11,2.432,3576
2330.54,38.76,2.441,3661
2330.69,39.58,2.465,3737
2330.84,38.8,2.484,3802
2331,38.06,2.482,3861
2331.15,38.08,2.473,3922
2331.3,37.8,2.473,3985
2331.45,36.59,2.487,4042
2331.6,34.71,2.502,4101
2331.76,33.27,2.501,4152
2331.91,34.01,2.491,4187
2332.06,36.48,2.482,4214
2332.21,39.26,2.492,4187
2332.37,41.78,2.534,4178
2332.52,42.55,2.59,4187
2332.67,41.7,2.622,4240
2332.82,40.8,2.614,4323
2332.98,41.39,2.596,4410
2333.13,43.78,2.598,4521
2333.28,48.13,2.627,4605
2333.43,54.08,2.67,4692
2333.59,57.69,2.699,4771
2333.74,58.18,2.714,4817
2333.89,58.95,2.745,4841
2334.04,62.63,2.765,4864
2334.2,66.17,2.76,4828
2334.35,65.93,2.752,4781
2334.5,60.89,2.737,4724
2334.65,54.76,2.721,4690
2334.81,51.73,2.723,4635
2334.96,52.15,2.736,4550
2335.11,51.94,2.738,4321
2335.26,47.38,2.705,4063
2335.41,42.34,2.651,3857
2335.57,39.28,2.623,3691
2335.72,36.73,2.608,3546
2335.87,33.41,2.569,3453
2336.02,30.12,2.522,3441
2336.18,29.02,2.489,3465
2336.33,30.28,2.487,3452
2336.48,31.72,2.487,3428
2336.63,31.61,2.494,3381
2336.79,31.2,2.523,3347
2336.94,31.2,2.536,3370
2337.09,31.2,2.52,3488
2337.24,31.97,2.519,3697
2337.4,34.77,2.56,3964
2337.55,40.51,2.641,4356
2337.7,44.98,2.702,4599
2337.85,46.26,2.728,4731
2338.01,46.08,2.729,4823
2338.16,43.14,2.705,5031
2338.31,37.36,2.69,5286
2338.46,28.85,2.683,5522
2338.62,20.33,2.683,5713
2338.77,15.77,2.683,5831
2338.92,14.49,2.678,5865
2339.07,15.83,2.677,5865
2339.22,17.57,2.669,5779
2339.38,18.11,2.653,5647
2339.53,17.96,2.646,5385
2339.68,17.36,2.633,5173
2339.83,17.57,2.62,5399
2339.99,18.62,2.601,5645
2340.14,19.39,2.589,5845
2340.29,19.6,2.605,3816
2340.44,19.72,2.623,3694
2340.6,19.83,2.626,3536
2340.75,19.95,2.593,3646
2340.9,19.93,2.513,4915
2341.05,19.56,2.469,5627
2341.21,18.46,2.451,5611
2341.36,17.22,2.482,5471
2341.51,17.45,2.493,5338
2341.66,19.13,2.48,5323
2341.82,20.69,2.498,5337
2341.97,19.79,2.532,5410
2342.12,18.14,2.585,5515
2342.27,17.73,2.595,5641
2342.43,18.03,2.579,5706
2342.58,19.38,2.591,5755
2342.73,21.04,2.622,5772
2342.88,22.33,2.654,5771
2343.03,22.32,2.672,5688
2343.19,22.4,2.668,5468
2343.34,23.84,2.65,5306
2343.49,25.95,2.628,5208
2343.64,26.59,2.613,5140
2343.8,25.38,2.608,5167
2343.95,23.89,2.626,5290
2344.1,22.37,2.649,5421
2344.25,20.75,2.67,5527
2344.41,19.51,2.663,5621
2344.56,19.87,2.644,5685
2344.71,19.59,2.628,5751
2344.86,18.78,2.624,5768
2345.02,20.86,2.655,5588
2345.17,24.76,2.678,5346
2345.32,25.86,2.678,5164
2345.47,22.38,2.678,5007
2345.63,18.21,2.716,4895
2345.78,16.26,2.756,4812
2345.93,16.49,2.76,4800
2346.08,18.55,2.759,4765
2346.24,19.14,2.77,4765
2346.39,19.66,2.786,4846
2346.54,18.54,2.775,5006
2346.69,17.13,2.727,5203
2346.84,17.49,2.699,5372
2347,17.69,2.704,5491
2347.15,17.43,2.734,5522
2347.3,17.1,2.765,5430
2347.45,16.87,2.765,5371
2347.61,17.41,2.74,5313
2347.76,17.79,2.725,5242
2347.91,17.17,2.726,5160
2348.06,17.4,2.738,5107
2348.22,18.04,2.752,5041
2348.37,17.89,2.746,5003
2348.52,17.17,2.74,4953
2348.67,16.37,2.733,4933
2348.83,16.96,2.721,4891
2348.98,17.94,2.717,4867
2349.13,17.62,2.74,4854
2349.28,17.08,2.764,4854
2349.44,16.72,2.771,4890
2349.59,16.26,2.77,4902
2349.74,16.44,2.753,4902
2349.89,17.26,2.741,4914
2350.05,17.67,2.745,4907
2350.2,17.8,2.738,4956
2350.35,18.16,2.727,5044
2350.5,18.62,2.729,5057
2350.65,18.69,2.747,4980
2350.81,17.95,2.778,4906
2350.96,17.56,2.793,4857
2351.11,18.05,2.783,4857
2351.26,18.74,2.765,4893
2351.42,19.31,2.754,4929
2351.57,20.15,2.749,4942
2351.72,21.18,2.748,4979
2351.87,22.23,2.751,4991
2352.03,24.03,2.757,5004
2352.18,26.22,2.762,5042
2352.33,27.53,2.765,5055
2352.48,27.32,2.748,5094
2352.64,25.11,2.72,5160
2352.79,22.38,2.684,5228
2352.94,20.96,2.648,5313
2353.09,20.27,2.621,5385
2353.25,19.44,2.625,5459
2353.4,17.87,2.653,5520
2353.55,15.79,2.666,5567
2353.7,14.48,2.659,5614
2353.86,14.3,2.67,5614
2354.01,16.46,2.69,5614
2354.16,19.52,2.69,5550
2354.31,21.68,2.68,5443
2354.46,23.14,2.653,5310
2354.62,22.37,2.646,5212
2354.77,21.34,2.637,5130
2354.92,21.59,2.621,5038
2355.07,22.57,2.621,4962
2355.23,23.96,2.645,4888
2355.38,25.6,2.662,4840
2355.53,25.78,2.651,4804
2355.68,24.23,2.644,4804
2355.84,22,2.64,4827
2355.99,20.35,2.627,4839
2356.14,21.23,2.616,4851
2356.29,24.57,2.608,4874
2356.45,26.67,2.614,4886
2356.6,26.36,2.611,4910
2356.75,25.82,2.621,4935
2356.9,26.62,2.638,4947
2357.06,26.18,2.642,4959
2357.21,23.58,2.635,4972
2357.36,21.6,2.632,4984
2357.51,21.86,2.644,4984
2357.67,23.89,2.653,4996
2357.82,25.53,2.65,4996
2357.97,24.65,2.657,5021
2358.12,23.24,2.658,5034
2358.27,23.89,2.642,5047
2358.43,26.01,2.621,5085
2358.58,26.97,2.627,5098
2358.73,25.83,2.649,5138
2358.88,24.49,2.664,5165
2359.04,24.34,2.68,5192
2359.19,24.41,2.675,5205
2359.34,22.77,2.654,5205
2359.49,21.92,2.651,5191
2359.65,22.48,2.647,5150
2359.8,22.94,2.655,5137
2359.95,23.15,2.661,5096
2360.1,23.53,2.658,5083
2360.26,25.13,2.656,5044
2360.41,26.92,2.643,5018
2360.56,27.28,2.627,4980
2360.71,26.3,2.611,4942
2360.87,24.78,2.594,4942
2361.02,23.15,2.59,4954
2361.17,22.3,2.602,4979
2361.32,22.59,2.607,5081
2361.48,23.02,2.608,5188
2361.63,23.25,2.619,5257
2361.78,23.35,2.618,5299
2361.93,23.35,2.606,5285
2362.08,23.6,2.597,5215
2362.24,24.32,2.609,5133
2362.39,25.5,2.635,5041
2362.54,27.14,2.629,4977
2362.69,28.86,2.594,4939
2362.85,30.35,2.567,4939
2363,29.16,2.562,4951
2363.15,30.04,2.582,4976
2363.3,30.6,2.631,5027
2363.46,29.05,2.675,5078
2363.61,27.48,2.666,5131
2363.76,25.14,2.628,5199
2363.91,23.75,2.614,5254
2364.07,24.7,2.634,5339
2364.22,25.88,2.669,5427
2364.37,25.44,2.695,5518
2364.52,22.35,2.73,5612
2364.68,17.97,2.782,5776
2364.83,15.86,2.799,5950
2364.98,16.04,2.79,6097
2365.13,16.72,2.802,6174
2365.29,16.38,2.825,6232
2365.44,16.14,2.845,6004
2365.59,16.34,2.841,5594
2365.74,16.46,2.818,5336
2365.89,16.69,2.779,5168
2366.05,16.02,2.739,5088
2366.2,14.89,2.713,5075
2366.35,14.99,2.714,5074
2366.5,16.17,2.716,5061
2366.66,17.68,2.715,5061
2366.81,18.66,2.719,5035
2366.96,19.12,2.727,5022
2367.11,19.45,2.733,5022
2367.27,19.29,2.738,4996
2367.42,18.44,2.766,4971
2367.57,17.79,2.795,4970
2367.72,18.2,2.8,4970
2367.88,19.39,2.771,4933
2368.03,18.71,2.726,4933
2368.18,16.52,2.703,4920
2368.33,15.08,2.719,4920
2368.49,15.7,2.731,4907
2368.64,18.06,2.72,4883
2368.79,19.68,2.717,4871
2368.94,19.73,2.701,4835
2369.1,19.52,2.672,4823
2369.25,19.77,2.645,4787
2369.4,20.87,2.647,4775
2369.55,23.91,2.68,4764
2369.7,26.79,2.731,4763
2369.86,27.48,2.708,4775
2370.01,26.86,2.639,4810
2370.16,25.54,2.597,4821
2370.31,23.92,2.589,4740
2370.47,23.07,2.631,4596
2370.62,24.51,2.664,4430
2370.77,26.9,2.671,4314
2370.92,28.72,2.659,4240
2371.08,29.44,2.66,4400
2371.23,29.31,2.704,4682
2371.38,28.81,2.729,4916
2371.53,28.12,2.711,5080
2371.69,27.29,2.691,5160
2371.84,25.33,2.707,5173
2371.99,23.58,2.755,5160
2372.14,24.2,2.783,5173
2372.3,25.15,2.767,5173
2372.45,23.83,2.738,5173
2372.6,21.8,2.733,5105
2372.75,20.95,2.752,4914
2372.91,20.97,2.775,4830
2373.06,21.2,2.777,4853
2373.21,21.68,2.759,4914
2373.36,21.47,2.739,4963
2373.51,20.42,2.709,5013
2373.67,19.13,2.682,5026
2373.82,18.25,2.666,5051
2373.97,17.66,2.663,5064
2374.12,17.86,2.68,5025
2374.28,17.75,2.722,4987
2374.43,16.57,2.813,4949
2374.58,15.82,2.862,4900
2374.73,15.59,2.818,4839
2374.89,16.13,2.745,4804
2375.04,17.67,2.685,4769
2375.19,19.52,2.66,4768
2375.34,21.62,2.644,4803
2375.5,23.03,2.632,4862
2375.65,21.92,2.657,4910
2375.8,19.89,2.69,4972
2375.95,18.78,2.721,5010
2376.11,18.99,2.729,5061
2376.26,18.88,2.72,5100
2376.41,17.18,2.715,5127
2376.56,16.28,2.697,5167
2376.72,17.02,2.676,5207
2376.87,16.24,2.679,5221
2377.02,14.31,2.69,5235
2377.17,14.23,2.711,5262
2377.32,16.68,2.737,5276
2377.48,19.63,2.732,5248
2377.63,20.37,2.728,5152
2377.78,19.03,2.729,5059
2377.93,16.53,2.711,4969
2378.09,15.32,2.697,4883
2378.24,16.45,2.695,4811
2378.39,18.43,2.694,4765
2378.54,20.64,2.692,4741
2378.7,23.21,2.627,4719
2378.85,25.08,2.586,4685
2379,25.21,2.636,4684
2379.15,23.74,2.672,4729
2379.31,21.65,2.657,4775
2379.46,21.76,2.626,4822
2379.61,23.09,2.605,4893
2379.76,23.37,2.619,4954
2379.92,22.49,2.641,5005
2380.07,21.49,2.652,5043
2380.22,22.08,2.651,5004
2380.37,23.18,2.641,4979
2380.53,23.61,2.643,4966
2380.68,24.1,2.656,5004
2380.83,22.47,2.673,5055
2380.98,19.52,2.682,5107
2381.13,18.9,2.679,5093
2381.29,20.08,2.67,5054
2381.44,20.95,2.654,5003
2381.59,20.64,2.641,4965
2381.74,20.48,2.649,4952
2381.9,21.33,2.668,4939
2382.05,22.23,2.701,4914
2382.2,22.79,2.731,4902
2382.35,22.73,2.725,4890
2382.51,22.14,2.69,4877
2382.66,20.67,2.66,4895
2382.81,18.45,2.658,4926
2382.96,17.68,2.659,4963
2383.12,18.4,2.662,5000
2383.27,19.2,2.69,5013
2383.42,20.15,2.743,5051
2383.57,20.91,2.803,5064
2383.73,21.89,2.834,5103
2383.88,22.5,2.828,5143
2384.03,22.63,2.751,5170
2384.18,23.11,2.701,5183
2384.34,22.9,2.71,5183
2384.49,22.62,2.713,5169
2384.64,22.85,2.704,5142
2384.79,23.21,2.681,5102
2384.94,22.51,2.665,5062
2385.1,22.03,2.678,5049
2385.25,25.2,2.714,5010
2385.4,32.73,2.749,4997
2385.55,41.98,2.788,4972
2385.71,49.97,2.838,4984
2385.86,54.72,2.808,5009
2386.01,55.77,2.734,5087
2386.16,55.82,2.685,5113
2386.32,57.76,2.674,5153
2386.47,61.4,2.686,5153
2386.62,64.48,2.712,5166
2386.77,66.54,2.76,5179
2386.93,67.1,2.803,5193
2387.08,66.37,2.824,5206
2387.23,64.93,2.828,5206
2387.38,63.33,2.816,5206
2387.54,65.29,2.813,5206
2387.69,68.89,2.814,5205
2387.84,69.86,2.798,5205
2387.99,69.27,2.758,5233
2388.15,71.02,2.704,5274
2388.3,75.1,2.66,5346
2388.45,76.54,2.662,5389
2388.6,75.86,2.697,5434
2388.75,75.14,2.76,5389
2388.91,74.86,2.799,5374
2389.06,73.67,2.802,5359
2389.21,72.25,2.766,5359
2389.36,71.81,2.76,5359
2389.52,71.45,2.772,5358
2389.67,68.41,2.749,5358
2389.82,63.18,2.733,5358
2389.97,60.31,2.745,5343
2390.13,61.82,2.794,5328
2390.28,63.88,2.82,5328
2390.43,64.8,2.814,5328
2390.58,66.76,2.817,5313
2390.74,69.01,2.831,5313
2390.89,71.12,2.839,5313
2391.04,71.37,2.828,5298
2391.19,70.75,2.821,5284
2391.35,70.23,2.828,5270
2391.5,67.12,2.824,5255
2391.65,64.57,2.793,5241
2391.8,64.91,2.785,5241
2391.96,65.42,2.802,5241
2392.11,64.64,2.817,5240
2392.26,63.51,2.831,5254
2392.41,63.09,2.827,5254
2392.56,62.96,2.822,5254
2392.72,63.11,2.801,5212
2392.87,63.32,2.794,5198
2393.02,63.83,2.799,5184
2393.17,64.75,2.782,5184
2393.33,64,2.762,5197
2393.48,61.06,2.75,5197
2393.63,52.45,2.744,5211
2393.78,43,2.73,5238
2393.94,35.92,2.703,5252
2394.09,30.48,2.673,5280
2394.24,29.26,2.665,5308
2394.39,30.76,2.696,5308
2394.55,32.48,2.711,5307
2394.7,31.39,2.701,5279
2394.85,29.56,2.675,5236
2395,29.77,2.648,5167
2395.16,30.95,2.635,5087
2395.31,32.21,2.626,5035
2395.46,30.78,2.606,4984
2395.61,29.63,2.604,5100
2395.77,30.58,2.648,5194
2395.92,32.38,2.7,5249
2396.07,34.69,2.729,5263
2396.22,37,2.72,5248
2396.37,37.25,2.699,5220
2396.53,34.44,2.673,5206
2396.68,31.79,2.662,5192
2396.83,30.94,2.677,5178
2396.98,30.45,2.693,5178
2397.14,30.01,2.691,5178
2397.29,29.91,2.686,5164
2397.44,30.29,2.691,5137
2397.59,31.11,2.703,5084
2397.75,31.13,2.732,5019
2397.9,29.79,2.765,4968
2398.05,28.32,2.785,4943
2398.2,28.06,2.774,4955
2398.36,29.04,2.722,4980
2398.51,30.3,2.687,4980
2398.66,31.84,2.686,5018
2398.81,32.79,2.695,5030
2398.97,32.76,2.702,5069
2399.12,31.62,2.702,5082
2399.27,29.64,2.697,5121
2399.42,27.81,2.706,5148
2399.58,26.96,2.71,5188
2399.73,25.82,2.722,5243
2399.88,24.23,2.754,5285
2400.03,23.08,2.782,5328
