Depth,GR,RHOB,Vel
1866.18,24.76,2.203,3534
1866.33,24.14,2.209,3611
1866.48,23.83,2.226,3665
1866.63,25.39,2.256,3692
1866.78,27.98,2.276,3685
1866.94,30.21,2.274,3671
1867.09,31.83,2.282,3650
1867.24,32.15,2.295,3630
1867.39,30.29,2.3,3597
1867.55,29.06,2.306,3570
1867.7,28.66,2.318,3538
1867.85,27.96,2.316,3506
1868,29.58,2.284,3481
1868.16,32.53,2.256,3531
1868.31,32.62,2.25,3608
1868.46,30.9,2.262,3710
1868.61,31.2,2.283,3803
1868.77,33.3,2.3,3893
1868.92,35.1,2.314,3979
1869.07,35.06,2.317,4053
1869.22,33.13,2.318,4120
1869.38,30.45,2.333,4190
1869.53,28.69,2.352,4253
1869.68,27.76,2.367,4299
1869.83,27.09,2.386,4337
1869.99,25.46,2.411,4346
1870.14,23.94,2.425,4365
1870.29,23.62,2.427,4345
1870.44,24.65,2.425,4307
1870.59,27.27,2.416,4279
1870.75,28.31,2.405,4232
1870.9,26.84,2.388,4196
1871.05,24.49,2.375,4160
1871.2,25.42,2.381,4116
1871.36,28.47,2.393,4073
1871.51,29.72,2.405,4040
1871.66,29.3,2.403,3990
1871.81,28.37,2.394,3958
1871.97,27.44,2.397,3926
1872.12,27.92,2.38,3895
1872.27,28.9,2.348,3856
1872.42,28.06,2.325,3826
1872.58,27.49,2.315,3818
1872.73,28.21,2.311,3826
1872.88,28.23,2.308,3833
1873.03,26.37,2.309,3855
1873.19,24.23,2.325,3885
1873.34,23.37,2.336,3947
1873.49,24.17,2.338,4086
1873.64,25.91,2.341,4406
1873.8,27.5,2.361,4734
1873.95,29.01,2.401,4998
1874.1,30.24,2.471,5250
1874.25,29.61,2.566,5364
1874.4,28.4,2.63,5393
1874.56,28.47,2.656,5320
1874.71,27.36,2.659,5248
1874.86,23.9,2.648,5152
1875.01,21.66,2.646,5059
1875.17,21.22,2.651,4895
1875.32,21.63,2.639,4663
1875.47,22.16,2.614,4523
1875.62,23.42,2.577,4401
1875.78,26.65,2.545,4352
1875.93,30.68,2.528,4323
1876.08,31.39,2.517,4285
1876.23,29.4,2.509,4257
1876.39,27.7,2.509,4238
1876.54,26.44,2.521,4175
1876.69,25.27,2.532,4063
1876.84,24.24,2.54,3909
1877,23.44,2.53,3781
1877.15,23.12,2.516,3745
1877.3,23.63,2.501,3996
1877.45,25.97,2.473,4173
1877.61,29.05,2.463,4254
1877.76,31.05,2.475,4182
1877.91,31.53,2.493,3947
1878.06,30.26,2.471,3730
1878.21,27.27,2.414,3681
1878.37,23.82,2.344,3673
1878.52,22.12,2.298,3639
1878.67,23.06,2.289,3566
1878.82,25.01,2.283,3490
1878.98,25.18,2.27,3447
1879.13,22.86,2.256,3417
1879.28,19.87,2.248,3388
1879.43,18.12,2.241,3347
1879.59,17.44,2.23,3308
1879.74,17.36,2.218,3296
1879.89,18.36,2.212,3280
1880.04,20.1,2.218,3274
1880.2,21.18,2.227,3258
1880.35,21.25,2.219,3236
1880.5,20.49,2.202,3252
1880.65,19.2,2.179,3279
1880.81,18.06,2.169,3300
1880.96,17.52,2.173,3300
1881.11,17.54,2.18,3289
1881.26,18.02,2.182,3272
1881.42,18.71,2.169,3256
1881.57,19.14,2.153,3250
1881.72,19.75,2.151,3240
1881.87,20.55,2.164,3239
1882.02,20.98,2.17,3239
1882.18,20.04,2.165,3244
1882.33,20.24,2.16,3250
1882.48,20.16,2.169,3255
1882.63,20.46,2.19,3265
1882.79,21.02,2.197,3292
1882.94,21.07,2.193,3320
1883.09,21.01,2.202,3365
1883.24,20.28,2.225,3406
1883.4,20.51,2.244,3435
1883.55,21.15,2.249,3459
1883.7,22.02,2.255,3490
1883.85,21.85,2.266,3520
1884.01,20.97,2.29,3552
1884.16,20.76,2.298,3578
1884.31,19.98,2.294,3604
1884.46,20.65,2.315,3617
1884.62,22.96,2.333,3610
1884.77,24.75,2.335,3603
1884.92,23.3,2.324,3532
1885.07,21.78,2.304,3457
1885.23,22.91,2.276,3385
1885.38,24.63,2.238,3311
1885.53,23.79,2.222,3272
1885.68,24.23,2.232,3251
1885.83,27.1,2.244,3250
1885.99,28.85,2.245,3283
1886.14,29.38,2.231,3333
1886.29,30.25,2.224,3378
1886.44,31.5,2.225,3401
1886.6,32.4,2.225,3401
1886.75,31.28,2.222,3389
1886.9,28.99,2.219,3377
1887.05,27.8,2.209,3354
1887.21,27.59,2.204,3331
1887.36,27.07,2.214,3298
1887.51,26.13,2.23,3270
1887.66,25.2,2.231,3248
1887.82,24.14,2.216,3227
1887.97,22.72,2.199,3211
1888.12,21.22,2.2,3205
1888.27,19.83,2.198,3200
1888.43,18.95,2.194,3200
1888.58,18.87,2.186,3200
1888.73,20.12,2.183,3199
1888.88,20.78,2.196,3189
1889.04,20.06,2.194,3184
1889.19,18.09,2.175,3183
1889.34,16.08,2.167,3183
1889.49,15.85,2.174,3193
1889.64,17.31,2.175,3203
1889.8,18.61,2.168,3203
1889.95,18.79,2.166,3208
1890.1,18.81,2.173,3219
1890.25,18.9,2.175,3224
1890.41,19.41,2.171,3218
1890.56,18.66,2.177,3197
1890.71,17.21,2.182,3181
1890.86,16.41,2.182,3181
1891.02,16.09,2.185,3181
1891.17,16.22,2.188,3181
1891.32,16.57,2.181,3181
1891.47,17.54,2.163,3165
1891.63,18.93,2.154,3150
1891.78,19.8,2.161,3140
1891.93,19.87,2.18,3139
1892.08,19.11,2.2,3139
1892.24,18.34,2.211,3139
1892.39,17.87,2.205,3139
1892.54,17.14,2.192,3139
1892.69,16.21,2.186,3139
1892.85,15.41,2.18,3143
1893,15.22,2.173,3153
1893.15,16.09,2.168,3163
1893.3,16.44,2.17,3178
1893.45,15.97,2.176,3194
1893.61,15.76,2.183,3214
1893.76,16.01,2.182,3225
1893.91,16.6,2.192,3224
1894.06,16.39,2.215,3219
1894.22,15.45,2.227,3240
1894.37,16.71,2.22,3256
1894.52,18.43,2.21,3277
1894.67,18.34,2.209,3288
1894.83,17.9,2.21,3305
1894.98,17.92,2.217,3321
1895.13,18.4,2.234,3326
1895.28,19.22,2.243,3338
1895.44,19.75,2.223,3349
1895.59,19.59,2.196,3348
1895.74,18.61,2.187,3348
1895.89,17.86,2.189,3348
1896.05,18.26,2.19,3342
1896.2,18.8,2.192,3342
1896.35,19.28,2.196,3342
1896.5,19.71,2.194,3364
1896.66,20.07,2.195,3387
1896.81,20.27,2.205,3399
1896.96,20.26,2.218,3399
1897.11,20,2.222,3393
1897.26,19.53,2.227,3387
1897.42,18.8,2.229,3369
1897.57,18,2.229,3363
1897.72,17.68,2.222,3334
1897.87,18.19,2.228,3306
1898.03,19.63,2.232,3284
1898.18,20.57,2.21,3300
1898.33,21.18,2.189,3385
1898.48,20.43,2.182,3487
1898.64,19.37,2.193,3543
1898.79,19.39,2.23,3581
1898.94,20,2.255,3601
1899.09,21.44,2.254,3574
1899.25,23.41,2.247,3536
1899.4,25.36,2.247,3568
1899.55,25.4,2.261,3715
1899.7,25.68,2.28,3868
1899.86,25.62,2.297,4026
1900.01,24.27,2.319,4110
1900.16,22.78,2.327,3945
1900.31,23.74,2.327,3750
1900.47,25.85,2.314,3638
1900.62,26.21,2.296,3672
1900.77,24.85,2.29,3756
1900.92,24.44,2.294,3814
1901.07,26.91,2.307,3858
1901.23,29.73,2.318,3770
1901.38,28.84,2.323,3630
1901.53,25.85,2.324,3558
1901.68,26.04,2.322,3538
1901.84,28.59,2.312,3532
1901.99,31.66,2.295,3532
1902.14,31.01,2.285,3531
1902.29,30.94,2.276,3538
1902.45,30.21,2.265,3609
1902.6,27.27,2.257,3746
1902.75,27.67,2.262,3925
1902.9,32.72,2.269,4079
1903.06,40.06,2.297,4147
1903.21,40.46,2.347,4147
1903.36,35.76,2.374,4078
1903.51,31.07,2.379,4011
1903.67,28.03,2.382,3987
1903.82,25.99,2.379,4199
1903.97,26.41,2.364,4405
1904.12,26.22,2.337,4526
1904.28,26.51,2.332,4654
1904.43,26.35,2.33,4578
1904.58,26.1,2.334,4423
1904.73,25.16,2.336,4453
1904.88,24.98,2.354,4566
1905.04,27.35,2.383,4719
1905.19,27.02,2.407,4847
1905.34,24.88,2.445,4608
1905.49,25.32,2.478,4324
1905.65,28.58,2.468,4116
1905.8,30.95,2.428,3991
1905.95,30.33,2.405,4015
1906.1,28.86,2.398,4098
1906.26,27.96,2.384,4230
1906.41,27.65,2.375,4322
1906.56,28.29,2.386,4256
1906.71,29.71,2.418,4220
1906.87,28.37,2.434,4201
1907.02,26.85,2.439,4192
1907.17,27.86,2.444,4264
1907.32,29.74,2.431,4457
1907.48,29.5,2.412,4781
1907.63,27.41,2.405,5130
1907.78,25.58,2.424,5487
1907.93,25.51,2.453,5776
1908.09,24.86,2.485,5914
1908.24,23.29,2.523,5949
1908.39,22.26,2.535,5562
1908.54,23.53,2.524,5307
1908.69,23.96,2.496,5140
1908.85,22.47,2.452,4983
1909,21.59,2.392,4921
1909.15,22.8,2.341,4908
1909.3,24.58,2.342,4920
1909.46,24.97,2.382,4919
1909.61,24.22,2.424,4894
1909.76,22.93,2.445,4894
1909.91,22.31,2.446,4943
1910.07,22.19,2.428,5273
1910.22,20.4,2.4,5493
1910.37,19.06,2.411,5539
1910.52,19.71,2.455,5175
1910.68,21.78,2.489,5017
1910.83,23.66,2.498,4978
1910.98,23.66,2.484,5055
1911.13,21.69,2.466,5093
1911.29,19.3,2.469,5133
1911.44,20.44,2.471,5173
1911.59,22.47,2.481,4989
1911.74,23.3,2.502,4854
1911.9,22.03,2.513,4760
1912.05,21.87,2.5,4714
1912.2,32.5,2.462,4865
1912.35,49.91,2.416,5104
1912.5,66.28,2.385,4913
1912.66,70.46,2.389,4781
1912.81,58.87,2.411,4646
1912.96,40.75,2.414,4466
1913.11,30.37,2.392,4623
1913.27,28.18,2.388,4839
1913.42,27.53,2.403,5050
1913.57,26.66,2.403,5265
1913.72,25.26,2.402,5395
1913.88,24.13,2.419,5500
1914.03,25.4,2.471,5380
1914.18,28.95,2.539,5236
1914.33,32.25,2.612,5181
1914.49,34.37,2.667,5278
1914.64,35.74,2.67,5468
1914.79,36.77,2.621,5640
1914.94,36.8,2.572,5721
1915.1,35.07,2.556,5639
1915.25,33.29,2.553,5839
1915.4,32.52,2.56,5451
1915.55,31.92,2.589,5098
1915.71,32,2.641,5178
1915.86,34.38,2.676,5332
1916.01,37.06,2.66,5510
1916.16,38.4,2.614,5653
1916.31,36.49,2.582,5150
1916.47,33.21,2.592,4955
1916.62,31.31,2.611,5056
1916.77,31.59,2.547,5231
1916.92,33.48,2.441,5432
1917.08,33.11,2.415,5508
1917.23,30.66,2.475,5314
1917.38,28.75,2.571,5107
1917.53,27.88,2.662,4867
1917.69,29.22,2.644,4490
1917.84,33.95,2.549,4123
1917.99,39.96,2.463,3933
1918.14,42.02,2.393,3804
1918.3,39.67,2.355,3696
1918.45,36.31,2.321,3615
1918.6,33.58,2.286,3569
1918.75,32.16,2.276,3635
1918.91,32.63,2.282,3717
1919.06,36.85,2.293,3795
1919.21,40.38,2.293,3840
1919.36,40.78,2.313,3752
1919.52,38.1,2.332,3668
1919.67,33.97,2.318,3614
1919.82,31.42,2.289,3581
1919.97,30.05,2.281,3555
1920.12,29.54,2.288,3600
1920.28,29.54,2.287,3708
1920.43,29.54,2.281,3749
1920.58,29.15,2.287,3766
1920.73,27.55,2.31,3783
1920.89,26.13,2.324,3799
1921.04,26.47,2.297,3816
1921.19,27.89,2.246,3833
1921.34,27.19,2.212,3851
1921.5,25.41,2.199,3868
1921.65,26.83,2.207,3885
1921.8,28.64,2.232,3903
1921.95,29.23,2.272,3921
1922.11,29.93,2.295,3944
1922.26,31.01,2.295,3928
1922.41,32.54,2.306,3859
1922.56,34.42,2.328,3851
1922.72,36.25,2.345,3889
1922.87,37.23,2.359,3919
1923.02,37.05,2.382,3943
1923.17,36.35,2.381,3880
1923.33,36.43,2.357,3835
1923.48,37.39,2.339,3966
1923.63,39.07,2.319,4014
1923.78,41.29,2.311,3918
1923.93,42.57,2.326,3783
1924.09,41.75,2.349,3629
1924.24,41.31,2.35,3775
1924.39,41.1,2.311,3957
1924.54,39.79,2.279,4080
1924.7,38.42,2.286,4219
1924.85,37.78,2.327,4265
1925,37.42,2.382,4210
1925.15,37.6,2.425,4079
1925.31,39.85,2.448,3917
1925.46,43.07,2.444,3796
1925.61,46.86,2.397,3745
1925.76,49.21,2.326,3855
1925.92,49.26,2.283,4070
1926.07,47.5,2.279,4538
1926.22,45.75,2.33,5143
1926.37,50.01,2.415,5426
1926.53,60.35,2.497,5308
1926.68,71.84,2.559,5265
1926.83,83.45,2.607,5237
1926.98,89.93,2.626,5209
1927.14,86.43,2.603,5439
1927.29,72.34,2.579,5484
1927.44,56.22,2.573,5364
1927.59,46.29,2.575,5208
1927.74,46.91,2.596,4958
1927.9,56.89,2.614,4709
1928.05,63.82,2.599,4514
1928.2,62.78,2.554,4316
1928.35,62.55,2.486,4161
1928.51,62.91,2.432,4075
1928.66,60.49,2.413,3984
1928.81,55.55,2.409,3920
1928.96,49.67,2.405,3874
1929.12,44.62,2.402,3836
1929.27,43.59,2.392,3851
1929.42,43,2.377,3912
1929.57,39.8,2.369,3904
1929.73,35.95,2.369,3935
1929.88,32.26,2.371,4098
1930.03,32.53,2.361,4107
1930.18,34.1,2.363,4185
1930.34,34.72,2.373,4285
1930.49,34.49,2.375,4361
1930.64,33.71,2.377,4370
1930.79,33.9,2.381,4341
1930.95,34.46,2.387,4293
1931.1,34.93,2.392,4247
1931.25,35.39,2.398,4247
1931.4,35.34,2.403,4284
1931.55,33.84,2.401,4321
1931.71,31.13,2.391,4237
1931.86,29.67,2.378,4174
1932.01,30.47,2.366,4130
1932.16,32.35,2.35,4078
1932.32,33.15,2.338,4061
1932.47,32.14,2.336,4095
1932.62,30.91,2.329,4138
1932.77,30.88,2.31,4164
1932.93,32.23,2.301,4181
1933.08,34.34,2.313,4172
1933.23,36.28,2.341,4154
1933.38,36.87,2.375,4128
1933.54,35.47,2.393,4207
1933.69,33.28,2.396,4366
1933.84,32.87,2.382,4516
1933.99,37.03,2.374,4676
1934.15,44.67,2.394,4643
1934.3,50.96,2.435,4588
1934.45,55.61,2.467,4515
1934.6,60.25,2.461,4504
1934.76,67.22,2.415,4556
1934.91,70.36,2.375,4566
1935.06,67.8,2.36,4524
1935.21,60.83,2.376,4472
1935.36,51.73,2.406,4472
1935.52,45.07,2.42,4482
1935.67,42.03,2.417,4502
1935.82,42.7,2.416,4482
1935.97,49.11,2.42,4401
1936.13,58.88,2.417,4295
1936.28,65.18,2.418,4240
1936.43,63.49,2.417,4333
1936.58,55.36,2.411,4501
1936.74,47.19,2.397,4617
1936.89,42.78,2.39,4716
1937.04,41.26,2.409,4761
1937.19,40.82,2.441,4638
1937.35,40.33,2.465,4552
1937.5,38.99,2.465,4469
1937.65,36.75,2.448,4360
1937.8,34.32,2.448,4274
1937.96,32.26,2.458,4210
1938.11,31.05,2.441,4165
1938.26,32.68,2.396,4201
1938.41,33.32,2.374,4302
1938.57,34.79,2.386,4427
1938.72,38.87,2.409,4508
1938.87,42.41,2.42,4560
1939.02,45.17,2.419,4560
1939.17,46.69,2.422,4518
1939.33,45.57,2.435,4466
1939.48,41.47,2.465,4406
1939.63,36.91,2.481,4338
1939.78,34.12,2.474,4272
1939.94,33.3,2.442,4207
1940.09,33.3,2.413,4172
1940.24,33.43,2.401,4154
1940.39,33.66,2.4,4162
1940.55,35.44,2.414,4189
1940.7,39.5,2.414,4215
1940.85,44.76,2.41,4188
1941,48.65,2.416,4092
1941.16,47.88,2.417,4025
1941.31,40.13,2.406,4001
1941.46,33.22,2.378,4041
1941.61,32.06,2.335,4083
1941.77,33.41,2.284,4126
1941.92,36.68,2.247,4169
1942.07,41.36,2.233,4049
1942.22,44.68,2.238,4315
1942.38,47.03,2.251,4752
1942.53,49.84,2.282,5177
1942.68,52.6,2.346,5509
1942.83,55.29,2.424,5767
1942.98,57.69,2.502,5784
1943.14,57.06,2.575,5634
1943.29,53.63,2.612,5432
1943.44,48.19,2.59,5202
1943.59,43.77,2.558,5215
1943.75,43.76,2.554,5271
1943.9,53.73,2.583,5342
1944.05,62.1,2.618,5386
1944.2,60.44,2.618,5341
1944.36,53.86,2.586,5284
1944.51,47.16,2.556,5159
1944.66,41.45,2.54,5001
1944.81,36.81,2.534,4818
1944.97,34.52,2.543,4713
1945.12,33.1,2.554,4646
1945.27,31.86,2.534,4592
1945.42,30.94,2.491,4560
1945.58,30.01,2.452,4592
1945.73,28.95,2.432,4690
1945.88,27.4,2.44,4769
1946.03,25.8,2.455,4839
1946.19,25.66,2.469,4899
1946.34,28.02,2.482,4948
1946.49,31.02,2.491,4973
1946.64,32.28,2.5,4910
1946.79,30.83,2.498,4838
1946.95,29.47,2.482,4744
1947.1,30.01,2.477,4665
1947.25,31.43,2.466,4610
1947.4,33.32,2.453,4536
1947.56,35.28,2.444,4494
1947.71,36.62,2.426,4453
1947.86,36.51,2.411,4423
1948.01,35.71,2.417,4413
1948.17,34.63,2.421,4413
1948.32,33.5,2.41,4422
1948.47,33.86,2.392,4442
1948.62,35.9,2.38,4523
1948.78,38.07,2.383,4696
1948.93,39.02,2.389,4894
1949.08,39.12,2.399,5083
1949.23,39.12,2.416,5217
1949.39,38.99,2.45,5316
1949.54,38.5,2.506,5373
1949.69,37.55,2.562,5417
1949.84,36.39,2.579,5447
1950,34.32,2.577,5462
1950.15,30.63,2.586,5492
1950.3,27.51,2.611,5553
1950.45,26.85,2.625,5616
1950.6,27.96,2.611,5568
1950.76,30.62,2.598,5371
1950.91,31.39,2.592,5053
1951.06,28.18,2.569,4830
1951.21,24.45,2.516,4658
1951.37,22.07,2.471,4540
1951.52,21.77,2.446,4488
1951.67,24.12,2.437,4457
1951.82,26.18,2.451,4457
1951.98,26.85,2.462,4457
1952.13,27.44,2.458,4436
1952.28,28.27,2.437,4396
1952.43,29.72,2.405,4456
1952.59,30.93,2.39,4656
1952.74,31.5,2.4,4803
1952.89,32.09,2.413,4935
1953.04,33.82,2.423,4948
1953.2,35.21,2.424,4768
1953.35,33.22,2.419,4485
1953.5,29.79,2.41,4243
1953.65,28.45,2.4,4216
1953.81,28.58,2.392,4243
1953.96,28.69,2.382,4252
1954.11,28.69,2.373,4270
1954.26,28.3,2.357,4298
1954.41,27.73,2.355,4345
1954.57,28.17,2.349,4393
1954.72,30.24,2.341,4422
1954.87,32.64,2.333,4402
1955.02,32.79,2.339,4325
1955.18,31.4,2.365,4287
1955.33,30.13,2.392,4324
1955.48,29.1,2.41,4401
1955.63,28.17,2.419,4411
1955.79,29.7,2.421,4391
1955.94,33.7,2.403,4362
1956.09,37.34,2.379,4333
1956.24,38.29,2.367,4295
1956.4,36.43,2.373,4285
1956.55,35.84,2.389,4276
1956.7,35.84,2.399,4257
1956.85,34.78,2.398,4248
1957.01,34.39,2.394,4220
1957.16,35.52,2.383,4256
1957.31,38.16,2.35,4428
1957.46,40.25,2.323,4626
1957.62,39.73,2.334,4703
1957.77,37.23,2.372,4725
1957.92,34.47,2.418,4771
1958.07,33.21,2.446,4817
1958.22,34.14,2.455,4877
1958.38,37.68,2.472,4925
1958.53,41.91,2.505,4912
1958.68,43.04,2.541,4804
1958.83,40.52,2.548,4690
1958.99,35.65,2.516,4602
1959.14,32.21,2.466,4527
1959.29,33.16,2.427,4496
1959.44,37.35,2.415,4517
1959.6,41.29,2.425,4516
1959.75,41.08,2.439,4537
1959.9,37.26,2.446,4547
1960.05,32.62,2.449,4505
1960.21,29.39,2.436,4464
1960.36,27.56,2.422,4424
1960.51,28.52,2.416,4374
1960.66,29.07,2.41,4345
1960.82,27.16,2.404,4335
1960.97,26.41,2.399,4326
1961.12,28.94,2.406,4278
1961.27,33.25,2.417,4196
1961.43,35.98,2.418,4126
1961.58,35.05,2.41,4134
1961.73,32,2.389,4178
1961.88,29.53,2.369,4222
1962.03,29.74,2.36,4142
1962.19,31.6,2.364,3983
1962.34,34.36,2.361,3959
1962.49,38.1,2.354,4471
1962.64,41.4,2.371,5448
1962.8,41.72,2.414,6031
1962.95,37.26,2.524,6301
1963.1,30.79,2.653,6012
1963.25,28.4,2.703,5975
1963.41,29.77,2.7,5957
1963.56,33.18,2.685,5553
1963.71,38.97,2.661,5133
1963.86,45.91,2.627,4854
1964.02,51.57,2.56,4637
1964.17,52.78,2.495,4448
1964.32,48.8,2.462,4130
1964.47,41.6,2.422,3878
1964.63,36.45,2.37,3745
1964.78,34.82,2.309,3696
1964.93,35.42,2.27,3641
1965.08,35.63,2.256,3607
1965.24,34.05,2.242,3581
1965.39,31.57,2.224,3561
1965.54,29.95,2.206,3555
1965.69,30.29,2.198,3536
1965.84,32.74,2.199,3510
1966,37.26,2.201,3491
1966.15,41.31,2.207,3510
1966.3,43.81,2.216,3554
1966.45,44.48,2.209,3593
1966.61,42.46,2.19,3613
1966.76,38.44,2.187,3632
1966.91,33.67,2.193,3666
1967.06,30.34,2.198,3953
1967.22,31.61,2.21,4326
1967.37,35.82,2.238,4546
1967.52,38.94,2.297,4765
1967.67,39.22,2.372,4995
1967.83,39.48,2.446,5151
1967.98,41.65,2.518,5261
1968.13,43.4,2.562,5376
1968.28,41.75,2.591,5450
1968.44,35.32,2.602,5419
1968.59,29.83,2.594,5317
1968.74,27.58,2.578,5494
1968.89,25.96,2.569,5463
1969.05,24.46,2.573,5176
1969.2,23.59,2.579,5203
1969.35,23.64,2.567,5258
1969.5,24.11,2.563,5055
1969.65,26.25,2.56,5148
1969.81,30.51,2.53,5081
1969.96,35.51,2.498,4715
1970.11,39.33,2.479,4541
1970.26,42.12,2.478,4419
1970.42,45.55,2.467,4341
1970.57,50.79,2.438,4302
1970.72,54.09,2.425,4509
1970.87,52.56,2.428,4725
1971.03,48.43,2.439,4625
1971.18,42.89,2.452,4417
1971.33,37.39,2.456,4236
1971.48,34.84,2.438,4165
1971.64,35.74,2.405,4164
1971.79,39.37,2.376,4245
1971.94,41.11,2.376,4377
1972.09,39.9,2.403,4507
1972.25,38.53,2.432,4634
1972.4,36.98,2.45,4667
1972.55,37.06,2.453,4590
1972.7,38.17,2.449,4537
1972.86,38.35,2.445,4465
1973.01,37.73,2.444,4495
1973.16,36.55,2.437,4579
1973.31,35.02,2.42,4643
1973.46,34.3,2.415,4687
1973.62,35.86,2.433,4709
1973.77,39.16,2.446,4743
1973.92,40.94,2.43,4766
1974.07,38.33,2.406,4800
1974.23,33.45,2.41,4859
1974.38,29.09,2.45,4907
1974.53,28.12,2.485,4932
1974.68,29.64,2.481,4956
1974.84,30.1,2.463,5045
1974.99,28.86,2.455,5137
1975.14,27.78,2.459,5260
1975.29,29.13,2.473,5389
1975.45,33.98,2.501,5525
1975.6,36.08,2.543,5635
1975.75,31.71,2.593,5700
1975.9,26.15,2.624,5749
1976.06,22.93,2.605,5634
1976.21,22.13,2.583,5202
1976.36,23.66,2.591,4867
1976.51,28.15,2.602,4671
1976.67,35.22,2.588,4479
1976.82,44.84,2.543,4312
1976.97,55.23,2.495,4220
1977.12,57.26,2.446,4192
1977.27,47.92,2.4,4340
1977.43,39.91,2.369,4519
1977.58,37.1,2.363,4702
1977.73,36.17,2.386,4747
1977.88,35.65,2.418,4691
1978.04,33.82,2.436,4793
1978.19,31.4,2.444,5090
1978.34,29.98,2.476,5661
1978.49,29.8,2.535,5933
1978.65,29.9,2.602,5969
1978.8,29.9,2.627,5862
1978.95,29.13,2.604,5758
1979.1,28.38,2.599,5878
1979.26,28.41,2.605,6059
1979.41,28.77,2.635,6311
1979.56,28.85,2.66,6331
1979.71,27.71,2.67,6020
1979.87,26.24,2.694,5859
1980.02,26.76,2.723,5739
1980.17,28.75,2.73,5624
1980.32,30.19,2.688,5544
1980.48,29.96,2.624,5482
1980.63,28.8,2.564,5406
1980.78,29.19,2.544,5333
1980.93,31.37,2.552,5233
1981.08,33.66,2.553,5098
1981.24,32.87,2.531,5019
1981.39,29.47,2.483,4956
1981.54,27.56,2.444,4894
1981.69,30.85,2.438,4882
1981.85,37.5,2.472,4798
1982,43.05,2.496,4684
1982.15,42.16,2.487,4575
1982.3,35.63,2.472,4491
1982.46,30.29,2.459,4440
1982.61,29.79,2.44,4470
1982.76,31,2.401,4694
1982.91,31.95,2.377,4991
1983.07,34.41,2.394,5328
1983.22,38.15,2.444,5569
1983.37,41.45,2.514,5714
1983.52,41.78,2.593,5780
1983.68,39.25,2.641,5849
1983.83,37.42,2.662,5883
1983.98,36.86,2.682,5936
1984.13,36.26,2.688,5936
1984.29,34.92,2.679,5935
1984.44,34.23,2.667,5882
1984.59,35.88,2.666,5711
1984.74,40.6,2.665,5472
1984.89,42.87,2.635,5281
1985.05,40,2.581,5129
1985.2,35.2,2.522,5024
1985.35,31.78,2.487,4986
1985.5,34.34,2.485,5089
1985.66,37.89,2.494,5223
1985.81,38.51,2.51,5351
1985.96,38.77,2.536,5485
1986.11,39.62,2.575,5609
1986.27,40.66,2.625,5673
1986.42,39,2.655,5706
1986.57,34.77,2.663,5706
1986.72,30.51,2.656,5608
1986.88,29.83,2.63,5467
1987.03,35.82,2.617,5363
1987.18,42.49,2.618,5290
1987.33,44.42,2.604,5206
1987.49,39.28,2.566,5192
1987.64,33.31,2.535,5347
1987.79,32.03,2.53,5450
1987.94,34.83,2.541,5542
1988.1,39.09,2.563,5541
1988.25,38.9,2.597,5510
1988.4,35.81,2.637,5464
1988.55,35.24,2.64,5509
1988.7,37.3,2.625,5667
1988.86,37.23,2.617,5700
1989.01,34.13,2.616,5477
1989.16,30.8,2.621,5244
1989.31,28.95,2.605,5175
1989.47,28.02,2.554,5285
1989.62,27.61,2.49,5401
1989.77,29.29,2.434,5506
1989.92,32.69,2.394,5313
1990.08,33.96,2.385,5159
1990.23,33.9,2.417,5173
1990.38,35.14,2.458,5227
1990.53,36.36,2.503,5369
1990.69,35.5,2.564,5459
1990.84,33.41,2.586,5240
1990.99,32.62,2.58,5171
1991.14,33.11,2.581,5130
1991.3,34.06,2.588,5239
1991.45,34.97,2.613,5353
1991.6,35.79,2.637,5382
1991.75,35.17,2.637,5238
1991.91,33.83,2.603,5169
1992.06,34.5,2.592,5252
1992.21,37.25,2.648,5455
1992.36,38.89,2.702,5626
1992.51,39.51,2.721,5774
1992.67,40.05,2.736,5912
1992.82,40.02,2.748,6057
1992.97,38.76,2.743,6190
1993.12,36.8,2.707,6132
1993.28,35.07,2.676,6001
1993.43,33.32,2.67,5875
1993.58,31.46,2.681,5738
1993.73,31.02,2.7,5671
1993.89,32.11,2.709,5720
1994.04,34.15,2.689,5839
1994.19,34.89,2.649,5654
1994.34,33.94,2.622,5838
1994.5,34.46,2.618,5979
1994.65,34.76,2.625,5979
1994.8,36.42,2.617,5837
1994.95,39.23,2.634,5685
1995.11,40.03,2.643,5587
1995.26,37.86,2.625,5587
1995.41,35.82,2.597,5700
1995.56,35.52,2.579,5783
1995.72,35.65,2.581,5886
1995.87,34.46,2.594,5939
1996.02,32.52,2.627,5993
1996.17,31.54,2.672,6048
1996.32,30.95,2.683,6104
1996.48,30.64,2.678,6141
1996.63,30.51,2.671,6180
1996.78,30.41,2.674,6199
1996.93,30.54,2.694,6237
1997.09,31.68,2.718,6277
1997.24,31.47,2.747,6276
1997.39,30.26,2.751,6276
1997.54,30.21,2.704,6216
1997.7,31.58,2.655,6119
1997.85,36.25,2.633,5970
1998,39.5,2.631,5969
1998.15,37.76,2.639,5969
1998.31,34.15,2.65,5951
1998.46,32.89,2.676,5914
1998.61,33.98,2.69,5879
1998.76,35.63,2.675,5792
1998.92,36.71,2.643,5691
1999.07,35.88,2.605,5594
1999.22,35.71,2.575,5500
1999.37,36.74,2.561,5484
1999.53,36.12,2.558,5499
